title,overview,homepage
Barbie in the Nutcracker,"""Barbie"" stars as Clara in this animated retelling of the classic Christmas ballet, complete with Tchaikovsky soundtrack and ballet choreography.",http://barbie.everythinggirl.com/Nutcracker/
Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",http://www.nooneissafe.com
Louis C.K.: Live at the Beacon Theater,"Recorded November 10th, 2011 as part of the New York Comedy Festival, and only available for purchase online, Louis C.K. follows up his 2010 concert film Hilarious with a new hour’s worth of shrewdly observed and periodically profane material. He starts with making his own kind of please-turn-off-your-cell-phone announcement, as well as a warning not to text or tweet during the show: “Just live your life,” he asks. Whether he’s talking about a unique way to drop a rental car off at an airport or describing why a man in his 40s should not smoke dope, it’s terrific, humane, carried-to-crazed-extremes stuff.",https://buy.louisck.net/
The Black Power Mixtape 1967-1975,"Examines the evolution of the Black Power Movement in American society from 1967 to 1975. It features footage of the movement shot by Swedish journalists in America during that period and includes the appearances of Bobby Seale, Huey P. Newton, Eldridge Cleaver, and other activists, artists, and leaders central to the movement.",http://www.story.se/the-black-power-mixtape/the-mixtape9/
Monsieur Lazhar,"During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized children. All the while, he must keep his personal life tucked away: the fact that he is seeking political refuge in Québec – and that he, like the children, has suffered an appalling loss.",http://www.monsieurlazhar.com/
The Jodorowsky Constellation,"This documentary depicts the filmmaker Alejandro Jodorowsky talking about his life, his loves, his career as a filmmaker, graphic novelist, and workshop leader, and his eccentricities including tarot reader and theatrical director during The Panic Movement. Directed by Louis Mouchet, La Constellation Jodorowsky includes a lengthy on-camera interview with Jodorowsky in Spanish with subtitles. Marcel Marceau, Fernando Arrabal, Peter Gabriel, Jean ""Moebius"" Giraud, and Jean Pierre Vignau make appearances discussing their various projects with the director. In addition to the interview and film clips, Mouchet features some bizarre footage from Jodorowsky’s absurdist plays in which topless women splattered with paint writhe around the stage in a theatrical production meant to represent The Panic Movement, i.e., an artistic expression in which reason cannot fully express the human experience.",http://www.neovisionprod.com/television-film-production.html
Casey Jones,"Casey Jones is the story of a quirky young man with an irresistible propensity for violence. A lifelong outcast, Casey learned at a young age to channel his brutal urges into sports, but after being kicked off the local hockey team for excessive force during practice, Casey moves back in with his worrisome mother to seek solace at his boyhood home. His retreat is soon interrupted though when a vicious gang of street punks, the Purple Dragons, savagely beat him with pipes for attempting to remove their graffiti. After narrowly escaping the encounter with his life, Casey vows to single-handedly rid his neighborhood of crime. Armed with a golf bag loaded with clubs and sporting a fearful hockey mask, Casey stalks the alleyways by night, mercilessly trouncing any delinquents unlucky enough to cross his path. The misguided crusader soon goes off the deep end, and an unlikely ally from the sewers is forced to intervene before the vigilante annihilates every criminal in the city.",http://caseyjonesthemovie.com/
Janie Jones,A young girl who has been abandoned by her former-groupie mother informs a fading rock star that she is his daughter.,http://www.janiejonesthemovie.com/
Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",http://www.themysteriousisland.com/
The Shrine,"A group of young journalists investigate a cult said to practice human sacrifice, but their ambitious ways may lead them to becoming the cult's next victims.",http://www.theshrinemovie.com/
Beautiful Kate,"Ned Kendall is asked to return to the remote and isolated family home by his sister, to say goodbye to his father who is dying. Ned also brings his young aspiring actress fiancee who struggles with the isolation. When home he starts having memories of his childhood many involving his beautiful twin sister and his older brother. These memories awaken long-buried secrets from the family's past.",http://www.beautifulkatemovie.com.au/
Chapiteau-Show,"Four parts and four travels to the sea, four crossed short stories: Love, Friendship, Respect and Cooperation. Heroes of each of the short stories arrive to seaside town, and go through turning fragments of their life...",http://sh-sh.ru/
Kokowaah,"Henry is a playboy who has no idea that he is the father of a beautiful, cute girl out of a One-night-Stand. Her mother left the daughter in front of Henry door after her husband realized after 8 years of marriage that he is not the father so their relationship now is breaking up... By the way: Kokowääh, is how a German (in this case an 8 Year old child) that has never heard the dish before - would pronounce ""Coq Au Vin"" (chicken in a wine sauce).",http://wwws.warnerbros.de/kokowaa/
The City Dark,"THE CITY DARK is a feature documentary about the loss of night. After moving to NYC from rural Maine, filmmaker Ian Cheney asks a simple question - do we need the stars? - taking him from Brooklyn to Mauna Kea, Paris, and beyond. Exploring the threat of killer asteroids in Hawaii, tracking hatching turtles along the Florida coast, and rescuing injured birds on Chicago streets, Cheney unravels the myriad implications of a globe glittering with lights - including increased breast cancer rates from exposure to light at night, and a generation of kids without a glimpse of the universe above. Featuring stunning astrophotography and a cast of eclectic scientists, THE CITY DARK is the definitive story of light pollution and the disappearing stars. Written by Wicked Delicate Films",http://www.thecitydark.com/
Oka!,"The story of Louis Sarno, an American ethno-musicologist who lived among the Bayaka Pygmies in Central Africa for 25 years.",http://www.okamovie.com/
Bodyguards and Assassins,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",http://www.bodyguardsandassassins.com/
Flying Swords of Dragon Gate,"Flying Swords of Dragon Gate picks up three years after the infamous Dragon Inn was burnt down in the desert when its innkeeper Jade vanished. A new gang of marauders had taken over - innkeepers by day and treasure hunters by night. The inn is the rumoured location of a lost city buried under the desert, and its hidden treasure would only be revealed by a gigantic storm every 60 years. The gang used the inn as a front to locate the lost treasure.",http://longmenfeijia.ent.sina.com.cn/
Smokin' Aces 2: Assassins' Ball,"Walter Weed is an unassuming desk jockey at the FBI when the Bureau uncovers a plot to assassinate him. A team of degenerate, psychotic assassins dispatched by mystery man Hal Leuco to win a huge bounty includes a resourceful beauty who has a unique method of killing her prey, a power-tool wielding psychopath and a deadly master of disguise.",http://www.universalstudiosentertainment.com/smokin-aces-2-assassins-ball/
Knuckle,An epic 12-year journey into the brutal and secretive world of Irish Traveler bare-knuckle fighting. This film follows a history of violent feuding between rival clans.,http://www.knucklethemovie.com/
Winter in Wartime,"During World War II in the freezing Netherlands winter of 1944/1945 the western Netherlands are in the grip of a famine.  Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.",http://www.sonyclassics.com/winterinwartime/
We Were Here,"'We Were Here' is the first film to take a deep and reflective look back at the arrival and impact of AIDS in San Francisco, and how the City's inhabitants dealt with that unprecedented calamity. It explores what was not so easy to discern in the midst of it all - the parallel histories of suffering and loss, and of community coalescence and empowerment.",http://wewereherefilm.com/
The Hunter,"Martin, a mercenary, is sent from Europe by an anonymous biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",http://www.thehuntermovie.com/
Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",http://www.thespiritofvengeance.com/
Prayers for Bobby,"True story of Mary Griffith, gay rights crusader, whose teenage son committed suicide due to her religious intolerance. Based on the book of the same title by Leroy Aarons.",http://www.prayersforbobby.com/
A Very Potter Musical,"In April 2009, a group of University of Michigan students (Team StarKid) performed what was renamed ""A Very Potter Musical"", a two act musical parody that featured major elements from all seven Harry Potter books and an original score.",http://www.teamstarkid.com/avpm.html
A Very Potter Sequel,"Harry and his pals are back for more adventure than ever when they face off against dark wizards, demented monsters, and the most horrible woman in the world, Dolores Umbridge! So strap on your diapers because it's time to go back to Hogwarts!",http://www.teamstarkid.com/avps.html
Once Upon a Time in the North,"19th century drama set on the plains of Ostrobothnia, western Finland, which are controlled by groups of knife-wielding thugs, the toughs. Traditionally, the first-born son inherits everything, so when Esko – a bum and a gang leader – learns that his father will leave the Välitalo estate to his younger and exemplary brother, all hell breaks loose.",http://www.harmaelokuva.fi/
Miss Nobody,A mild-mannered secretary discovers that she has a talent for murder as she ascends the corporate ladder.,http://www.missnobodymovie.com/
October Baby,OCTOBER BABY is the coming of age story of a beautiful and naive college freshman who discovers that her entire life is a lie and sets out on a road trip with a host of misfits to discover herself and the answers she craves.,http://www.octoberbabymovie.net/
Khodorkovsky,"Khodorkovsky, the richest Russian, challenges President Putin. A fight of the titans begins. Putin warns him. But Khodorkovsky comes back to Russia knowing that he will be imprisoned, once he returns. When I heard about it, I asked myself: why didn't he stay in exile with a couple of billions? Why did he do that? A personal journey to Khodorkovsky.",http://www.khodorkovsky-movie.com/
Bag of Bones,"Bestselling novelist Mike Noonan, unable to cope after his wife's sudden death, returns to the couple's lakeside retreat in Maine, where he becomes involved in a custody battle between a young widow and her child's enormously wealthy grandfather. Mike inexplicably receives mysterious ghostly visitations, escalating nightmares and the realization that his late wife still has something to tell him.",http://www.aetv.com/bag-of-bones/
Seven Days in Utopia,"Talent can only get you so far. For golfer Luke Chisholm, that turns out to be Utopia, Texas -- where he's left stranded after blowing his pro debut.",http://www.sevendaysinutopia.com/
Mega Shark vs. Crocosaurus,"When the prehistoric warm-water beast the Crocosaurus crosses paths with that cold-water monster the Mega Shark, all hell breaks loose in the oceans as the world's top scientists explore every option to halt the aquatic frenzy. Swallowing everything in their paths -- including a submarine or two -- Croc and Mega lead an explorer and an oceanographer on a wild chase. Eventually, the desperate men turn to a volcano for aid.",http://www.theasylum.cc/product.php?id=180
Sleep Tight,"Apartment concierge Cesar is a miserable person who believes he was born without the ability to be happy. As a result, he decides his mission is to make life hell for everyone around him. A majority of the tenants are easy to agitate, but Clara proves to be harder than the most. So Cesar goes to creepy extremes to make this young woman mentally break down. Things get even more complicated in this twisted relationship when her boyfriend, Marcos, shows up.",http://www.mientrasduermeslapelicula.com/
Poppy Shakespeare,"N has been a day patient at north London's Dorothy Fish day hospital for 13 years - her ambition is never to leave. Then she meets glamourous new patient Poppy Shakespeare, an ad agency receptionist convinced she's not mad.",http://www.channel4.com/programmes/poppy-shakespeare
Red Hill,"Young police officer Shane Cooper's first day on duty, after relocating to the small town of Red Hill, rapidly turns into a nightmare. News of a prison break, involving convicted murderer Jimmy Conway, sends the local law enforcement officers - led by the town's ruling presence, Old Bill - into a panic and leads to a terrifying and bloody confrontation.",http://www.redhillmovie.com/
Children Who Chase Lost Voices,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",http://www.hoshi-o-kodomo.jp
Courageous,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",http://www.courageousthemovie.com
Act of Valor,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",http://www.actofvalor.com/
Undefeated,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.",http://weinsteinco.com/sites/undefeated/
This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,http://www.thismeanswarmovie.com/
John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",http://movies.disney.com/john-carter
When We Leave,"Umay is a young woman of Turkish descent, fighting for an independent and self-determined life in Germany against the resistance of her family. Her struggle initiates a dynamic, which results in a life-threatening situation.",http://www.diefremde.de/
Genius Within: The Inner Life of Glenn Gould,A documentary on the mysterious and influential pianist.,http://glenngouldmovie.com/
The Art of Flight,"A new breed of action sports film comes to life as Red Bull Media House, in association with Brain Farm Digital Cinema, present “The Art of FLIGHT”, a Curt Morgan Film. Two years in the making, “The Art of FLIGHT” gives iconic snowboarder Travis Rice and friends the opportunity to redefine what is possible in the mountains. Experience the highs, as new tricks are landed and new zones opened, alongside the lows, where avalanches, accidents, and wrong-turns strike. Immerse yourself in a cinematic experience as Brain Farm and their arsenal of filmmaking technology capture the culture, wildlife and scenic landscapes the riders take in along the way. Join in the ride as the creators of “That’s It, That’s All” completely rewrite the formula for action sports cinema with “The Art of FLIGHT.”",http://www.artofflightmovie.com/
Forks Over Knives,"Examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting our present menu of animal-based and processed foods.",http://www.forksoverknives.com/
United Red Army,"The film is told in three acts, beginning with a historical background of Japan's student movement of the 1960s and early 1970s, mostly using archive footage and a narrator. The second act follows the formation of the group to their mountain training camps in the southern Japanese Alps. It emphasizes the dogmatic (and eventually hypocritical) bullying of the group by Mori and Nagata, with 12 members being killed for infractions as small as improperly cleaning a gun, wearing make-up, and kissing. The third act shows the splitting up of the group after two members run off. It follows one group of five members to Karuizawa and a hostage-taking and police standoff known as the Asama-Sansō incident.",http://www.united-red-army.com/
Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",http://www.goonfilm.com/
Blind Pig Who Wants to Fly,"In ""Blind Pig Who Wants to Fly"" you will find stories about disoriented identity, not knowing who you are, anxiety, uncertainty, the experience of being lost, told with a sense of humor. A father who is desperate to win a green card lottery, so the family can move to America. An ex-national badminton champion, whose husband leaves her for a Javanese wife. A Menado boy who constantly gets beaten up because everybody thinks that he is Chinese. A young girl who believes that Chinese firecrackers expel ghosts. Set within the contemporary social and racial tension of urban Indonesia, the story follows eight characters in their absurd journey to fit in within society in the hope to live better lives. Like a mosaic, this film is built from shattered pieces of colored glass. Delicate, fragile, beautiful.",http://www.babibutafilm.com/
Listen to Your Heart,"Danny Foster doesn't have much: an apartment as small as his paychecks, no family, and a struggling music career. Yet for him, ""every day is a great day to be alive,"" an attitude he gained from his mother's unwavering optimism during her losing battle with cancer. It's love at first sight when Danny meets Ariana, a wealthy girl from Greenwich, CT who tragically cannot hear the music she inspires him to write. Ariana, hearing impaired since childhood, is torn between hanging onto the shelter her controlling mother provides and fighting for a love that, if given the chance, might just change her life",http://www.listentoyourheartfilm.com/
Pale Cocoon,"In the far future when the continuity of the history has been lost, humans live in an ever more deteriorating completely artificial and enclosed world. The sea and the sky have disappeared, and the only window to ""living"" scenery exists in the records from the past, excavated in the relic.The Bureau of Record Excavation is an organization responsible for this task. Ura works for the 92nd office of the bureau. He is absorbed by the restoration of various records and fascinated by world of the past. Riko keeps a little distance to watch him, but averts her eyes from the records, believing that sometimes people just want things to stay the same.Everyone in this world knows that to know the past means to know the misery of this world, the present reality. But one day, Ura restores a strange video...",http://www.studio-rikka.com/page/pale/pale_top.htm
The Round Up,"1942. Joseph is eleven. And this June morning, he must go to school, a yellow star sown on his chest. He receives the support of a goods dealer. The mockery of a baker. Between kindness and contempt, Jo, his Jewish friends, their families, learn of life in an occupied Paris, on the Butte Montmartre, where they've taken shelter. At least that's what they think, until that morning on July 16th 1942, when their fragile happiness is toppled over.",http://larafle.gaumont.fr/
Miral,A drama centered on an orphaned Palestinian girl growing up in the wake of the first Arab-Israeli war who finds herself drawn into the conflict.,http://www.miralmovie.com/
Cencoroll,"A giant monster sends a town's citizens into a panic, except for a girl named Yuki and her schoolmate Tetsu. Tetsu happens to have his own strange creature named Cenco as a pet. Another boy named Shuu controls the monster threatening the town, and the stage is set for a battle.",http://www.cencoroll.com/
The Ledge,A thriller in which a battle of philosophies between a fundamentalist Christian and an atheist escalates into a lethal battle of wills.,http://ledgemovie.com/
21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",http://www.21jumpstreet-movie.com/
Blackballed: The Bobby Dukes Story,"Caught cheating and banned for ten years, Bobby Dukes, paintball's first superstar, returns to reclaim his title and erase the memory of his tainted past.",http://www.blackballedthemovie.com
Yes or No,"Pie is a sweet girl who moves into a new college dorm room where she finds out that her new roommate Kim, is a tomboy who looks and dress like a boy. As their friendship develops, Pie and Kim begin to wonder if the feeling they feel for one another is just an ordinary friendship or true love.",http://www.yesornolovemovie.com/
Blind,"A missing person case involving a female university student and the victim in a hit and run case appears to be the same person. Detectives look for a witness. A witness, Min Soo-Ah appears, but Min Soo-Ah is blind. She used to be a promising student at the police academy. With her acute senses, Min Soo-Ah is able to reveal important clues on the hit and run case. Another witness, Kwon Gi-Seob then appears. Gi-Seob, who witnessed the case with his own eyes, gives contradictory statements to Min Soo-Ah. The investigation then goes through many twists and turns, while Min Soo-Ah finds herself up against the killer.",http://www.blind2011.co.kr/
Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",http://www.lockoutfilm.com/
Lucky,A wannabe serial killer wins the lottery and pursues his lifelong crush.,http://www.theluckymovie.com/
Snowtown,"Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.",http://www.snowtownthemovie.com
Fat Head,"A comedian replies to the ""Super Size Me"" crowd by losing weight on a fast-food diet while demonstrating that almost everything you think you know about the obesity ""epidemic"" and healthy eating is wrong.",http://www.fathead-movie.com/
!Women Art Revolution,"Through intimate interviews, provocative art, and rare, historical film and video footage, this feature documentary reveals how art addressing political consequences of discrimination and violence, the Feminist Art Revolution radically transformed the art and culture of our times.",http://www.womenartrevolution.com/
Casa De Mi Padre,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",http://www.casademipadremovie.com/
Corman's World: Exploits of a Hollywood Rebel,"Chronicles the six-decade career of the U.S. film industry's most diverse, dogged and resourceful low-budget producer-director-entrepeneur, painting the soft-spoken Roger Corman as an indie cinema trailbrazer as well as an extraordinary conduit for new talent.",http://www.cormansworld.com/
Dragon Age: Redemption,"Written by and starring Felicia Day (The Guild), DRAGON AGE: REDEMPTION is a six-part series based on Bioware’s Dragon Age video game franchise. Taking place in the same setting as Dragon Age: Origins and during the same time period as Dragon Age II, DRAGON AGE: REDEMPTION tells a story of sword, sorcery and adventure.  Tallis (Day), an Elvish assassin, gets a last chance at redemption when she is sent to capture a rogue Qunari mage who is intent on wreaking havoc in the world. Complicating her quest is a Chantry Templar, Cairn, whose goals seemingly rival her own. Along the way, through battles and subterfuge, they join forces with a murderous Reaver, Nyree, and a lovelorn Dalish Elf, Josmael, to defeat the mage’s hidden plot or risk massive destruction throughout the world.",https://www.youtube.com/show/dragonageredemption
Jiro Dreams of Sushi,"JIRO DREAMS OF SUSHI is the story of 85 year-old Jiro Ono, considered by many to be the world’s greatest sushi chef. He is the proprietor of Sukiyabashi Jiro, a 10-seat, sushi-only restaurant inauspiciously located in a Tokyo subway station. Despite its humble appearances, it is the first restaurant of its kind to be awarded a prestigious 3 star Michelin review, and sushi lovers from around the globe make repeated pilgrimage, calling months in advance and shelling out top dollar for a coveted seat at Jiro’s sushi bar.",http://www.magpictures.com/jirodreamsofsushi/
Damsels in Distress,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",http://www.sonyclassics.com/damselsindistress/
A Skin Too Few: The Days of Nick Drake,"A study, mostly chronological, of the life of Nick Drake (1948-1974). Gabrielle, his older sister, tells us of her brother's birth in Burma, childhood in Warwickshire, life at Cambridge and in London, then back to his parents' home in Tanworth. His parents describe his habits and personality. Two friends and the producer, arranger, sound engineer, and photographer for his three albums comment. His mother, a musician and poet, is an early influence. His quiet folk style made his one tour a disaster. His lack of success and gradual withdrawal end with his death at 26. Eleven of his recordings play on the soundtrack, usually as we see his room, a city, or the Warwickshire countryside.",http://www.nickdrakefilm.com/
Pageant,A portrait of five men competing in the Miss Gay America pageant.,http://www.pageantmovie.com/
Salmon Fishing in the Yemen,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,http://www.fishingintheyemen.com/
Eden of the East Movie I: The King of Eden,"Takizawa prevented Japan's destruction - and then he vanished. Six months later, clues lead Saki to the Big Apple in search of her missing friend. Meanwhile, the remaining Selecao are plotting their final move. Some of them would prefer Takizawa dead and out of the way. Some might even be willing to help him achieve his goals. Unfortunately, some are prepared to destroy everything if it means claiming checkmate in Mr. Outside's puzzling game.",http://juiz.jp/special/
Eden of the East Movie II: Paradise Lost,"Accused of terrorism and feeling the heat, Saki's high-tech crew is in the crosshairs. Meanwhile, the shroud of mystery covering Takizawa is lifted as he and his fellow Selecao make their final moves. Every game must come to an end. For those playing Mr. Outside's twisted game of conspiracy thrills, the end comes now.",http://juiz.jp/special/
Wrath of the Titans,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",http://www.wrathofthetitansmovie.org
Bending The Rules,"Detective Nick Blades is a New Orleans cop on trial for corruption. Assistant District Attorney Theo Gold is the man in charge of putting him behind bars. When these two unlikely partners from opposite sides of the law stumble onto a criminal plot, they’ll need to rely on luck – and patience – to take down a dangerous killer without killing each other first.",http://www.bendingtherulesmovie.com/
Paan Singh Tomar,"Paan Singh Tomar (Hindi: पान सिंह तोमर) is an Indian biographical film, based on the true story of an athlete Paan Singh Tomar employed by the Indian Army and who won a gold medal at Indian National Games, but was forced to become a notorious bandit .",http://www.utvgroup.com/motion-pictures/coming-soon/paan-singh-tomar.html
Iron Sky,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",http://www.ironsky.net/
There's Something Wrong with Aunt Diane,"HBO: Documentary Revisits the mysterious tragedy of Diane Schuler, who, on July 26, 2009, drove the wrong way on the Taconic Parkway in New York for nearly two miles and then smashed into an oncoming SUV, killing herself, her daughter, her three nieces and all three people in the other car. Premieres Monday, July 25 at 9pm.",http://www.hbo.com/documentaries/theres-something-wrong-with-aunt-diane/index.html#/documentaries/theres-something-wrong-with-aunt-diane.html/eNrjcmbOYM5Xz89JccxLzKksyUwOSExP9UvMTWUu1CzLTEnNh4k75+eVpFaUcDIysjGySSeWluQX5CRW2pYUlaayMQIATB0XOA==
American Reunion,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",http://www.americanreunionmovie.com/
The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",http://www.sonyclassics.com/theraid/
The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",http://www.discoverthecabininthewoods.com/
God Bless America,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant in this black comedy.",http://www.magnetreleasing.com/godblessamerica/
The Desert of Forbidden Art,"How does art survive in a time of oppression? During the Soviet rule artists who stay true to their vision are executed, sent to mental hospitals or Gulags.  Their plight inspires young Igor Savitsky. He pretends to buy state-approved art but instead daringly rescues 40,000 forbidden fellow artist's works and creates a museum in the desert of Uzbekistan, far from the watchful eyes of the KGB. Though a penniless artist himself, he cajoles the cash to pay for the art from the same authorities who are banning it. Savitsky amasses an eclectic mix of Russian Avant-Garde art. But his greatest discovery is an unknown school of artists who settle in Uzbekistan after the Russian revolution of 1917, encountering a unique Islamic culture, as exotic to them as Tahiti was for Gauguin. They develop a startlingly original style, fusing European modernism with centuries-old Eastern traditions.",http://www.desertofforbiddenart.com/
The Wayshower,"Running from mistakes of the past, a man finds a secret book with ancient powers - a tool that can give him the answers he seeks. But a Dark Force has been awoken... one that will stop at nothing to reclaim the sacred text. When the book is stolen, an age long batte resumes. But his teacher: a ""Wayshower"", can only show him the path to victory, for he must win this epic battle on his own.",http://www.thewayshower.com/
The Clay Bird,"A family must come to grips with its culture, its faith, and the brutal political changes entering its small-town world.",http://www.matirmoina.com/
The Day I Was Not Born,"During a stopover in Buenos Aires on her way to Chile, 31-year-old Maria recognizes a nursery rhyme. Maria doesn't speak a work of Spanish, but without understanding what she is singing, she remembers the Spanish lyrics. Disturbed and thrown off course, she decides to interrupt her journey and wander through the unfamiliar city. On the phone to Germany, she tells her father, Anton, about her experience and the peculiar fascination the unfamiliar city has had for her. Two days later, Anton suddenly turns up at Maria's hotel with something to confess: Maria spent the first three years of her life in Buenos Aires during the military dictatorship at the end of the 1970s. The people she had always thought were her parents had adopted her and brought her to Germany. Father and daughter begin a journey in search of Maria's biological parents. Anton does everything he can not to lose his daughter.",http://www.ufa.de/produktionen/tv_movie/das_lied_in_mir/
L!fe Happens,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.",http://www.lifehappensfilm.com/
The Silent House,"Laura (Florencia Colucci) and her father Wilson (Gustavo Alonso) arrive at a cottage off the beaten path in order to repair it since its owner (Abel Tripaldi) will soon put the house on sale. They will spend the night there in order to start the repairs the following morning. Everything seems to go on smoothly until Laura hears a sound that comes from outside and gets louder and louder in the upper floor of the house. Wilson goes up to see what is going on while she remains downstairs on her own waiting for her father to come down. The plot is based on a true story that occurred in the 1940s in a small village in Uruguay. La casa muda focuses on the last seventy eight minutes, second by second, as Laura tries to leave the house unharmed and discovers the dark secret it hides.",http://www.lacasamuda.com/
The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",http://www.threestooges.com/movie/index.htm
